timestamp,message
2021-11-04 08:09:11.127,!V TRIAL_VAR stake 1
2021-11-04 08:09:12.203,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:09:13.132,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:09:13.611,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:09:15.133,!E TRIAL_EVENT_VAR reward
2021-11-04 08:09:18.126,TRIAL_END
2021-11-04 08:09:18.941,TRIALID 9
2021-11-04 08:09:20.442,!V TRIAL_VAR transitions variable
2021-11-04 08:09:20.944,!V TRIAL_VAR stake 5
2021-11-04 08:09:21.636,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:09:22.949,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:09:23.492,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:09:24.951,!E TRIAL_EVENT_VAR reward
2021-11-04 08:09:27.941,TRIAL_END
2021-11-04 08:09:29.363,TRIALID 10
2021-11-04 08:09:30.865,!V TRIAL_VAR transitions variable
2021-11-04 08:09:31.368,!V TRIAL_VAR stake 5
2021-11-04 08:09:32.483,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:09:33.373,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:09:34.227,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:09:35.375,!E TRIAL_EVENT_VAR reward
2021-11-04 08:09:38.363,TRIAL_END
2021-11-04 08:09:39.185,TRIALID 11
2021-11-04 08:09:40.688,!V TRIAL_VAR transitions variable
2021-11-04 08:09:41.189,!V TRIAL_VAR stake 5
2021-11-04 08:09:42.251,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:09:43.197,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:09:43.475,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:09:45.198,!E TRIAL_EVENT_VAR reward
2021-11-04 08:09:48.185,TRIAL_END
2021-11-04 08:09:48.606,TRIALID 12
2021-11-04 08:09:50.107,!V TRIAL_VAR transitions variable
2021-11-04 08:09:50.608,!V TRIAL_VAR stake 5
2021-11-04 08:09:51.531,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:09:52.614,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:09:53.259,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:09:54.616,!E TRIAL_EVENT_VAR reward
2021-11-04 08:09:57.606,TRIAL_END
2021-11-04 08:09:58.829,TRIALID 13
2021-11-04 08:10:00.331,!V TRIAL_VAR transitions variable
2021-11-04 08:10:00.832,!V TRIAL_VAR stake 1
2021-11-04 08:10:01.716,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:10:02.838,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:10:03.707,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:10:04.839,!E TRIAL_EVENT_VAR reward
2021-11-04 08:10:07.829,TRIAL_END
2021-11-04 08:10:08.044,TRIALID 14
2021-11-04 08:10:09.545,!V TRIAL_VAR transitions variable
2021-11-04 08:10:10.046,!V TRIAL_VAR stake 5
2021-11-04 08:10:11.015,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:10:12.051,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:10:12.140,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:10:14.052,!E TRIAL_EVENT_VAR reward
2021-11-04 08:10:17.044,TRIAL_END
2021-11-04 08:10:17.258,TRIALID 15
2021-11-04 08:10:18.759,!V TRIAL_VAR transitions variable
2021-11-04 08:10:19.259,!V TRIAL_VAR stake 1
2021-11-04 08:10:20.155,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:10:21.265,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:10:21.339,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:10:23.267,!E TRIAL_EVENT_VAR reward
2021-11-04 08:10:26.258,TRIAL_END
2021-11-04 08:10:26.673,TRIALID 16
2021-11-04 08:10:28.175,!V TRIAL_VAR transitions variable
2021-11-04 08:10:28.676,!V TRIAL_VAR stake 1
2021-11-04 08:10:29.779,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:10:30.680,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:10:31.172,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:10:32.682,!E TRIAL_EVENT_VAR reward
2021-11-04 08:10:35.673,TRIAL_END
2021-11-04 08:10:36.694,TRIALID 17
2021-11-04 08:10:38.195,!V TRIAL_VAR transitions variable
2021-11-04 08:10:38.697,!V TRIAL_VAR stake 5
2021-11-04 08:10:39.403,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:10:40.703,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:10:42.131,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:10:42.706,!E TRIAL_EVENT_VAR reward
2021-11-04 08:10:45.694,TRIAL_END
2021-11-04 08:10:46.719,TRIALID 18
2021-11-04 08:10:48.221,!V TRIAL_VAR transitions variable
2021-11-04 08:10:48.722,!V TRIAL_VAR stake 5
2021-11-04 08:10:49.475,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:10:50.729,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:10:51.171,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:10:52.733,!E TRIAL_EVENT_VAR reward
2021-11-04 08:10:55.719,TRIAL_END
2021-11-04 08:10:57.552,TRIALID 19
2021-11-04 08:10:59.054,!V TRIAL_VAR transitions variable
2021-11-04 08:10:59.556,!V TRIAL_VAR stake 1
2021-11-04 08:11:00.443,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:11:01.562,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:11:01.963,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:11:03.564,!E TRIAL_EVENT_VAR reward
2021-11-04 08:11:06.552,TRIAL_END
2021-11-04 08:11:07.375,TRIALID 20
2021-11-04 08:11:08.876,!V TRIAL_VAR transitions variable
2021-11-04 08:11:09.378,!V TRIAL_VAR stake 1
2021-11-04 08:11:10.522,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:11:11.383,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:11:11.642,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:11:13.385,!E TRIAL_EVENT_VAR reward
2021-11-04 08:11:16.375,TRIAL_END
2021-11-04 08:11:16.790,TRIALID 21
2021-11-04 08:11:18.292,!V TRIAL_VAR transitions variable
2021-11-04 08:11:18.793,!V TRIAL_VAR stake 1
2021-11-04 08:11:19.651,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:11:20.801,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:11:20.859,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:11:22.803,!E TRIAL_EVENT_VAR reward
2021-11-04 08:11:25.790,TRIAL_END
2021-11-04 08:11:27.420,TRIALID 22
2021-11-04 08:11:28.920,!V TRIAL_VAR transitions variable
2021-11-04 08:11:29.422,!V TRIAL_VAR stake 5
2021-11-04 08:11:30.403,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:11:31.427,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:11:32.082,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:11:33.429,!E TRIAL_EVENT_VAR reward
2021-11-04 08:11:36.420,TRIAL_END
2021-11-04 08:11:36.635,TRIALID 23
2021-11-04 08:11:38.137,!V TRIAL_VAR transitions variable
2021-11-04 08:11:38.638,!V TRIAL_VAR stake 5
2021-11-04 08:11:39.434,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:11:40.645,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:11:41.227,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:11:42.647,!E TRIAL_EVENT_VAR reward
2021-11-04 08:11:45.635,TRIAL_END
2021-11-04 08:11:46.456,TRIALID 24
2021-11-04 08:11:47.956,!V TRIAL_VAR transitions variable
2021-11-04 08:11:48.458,!V TRIAL_VAR stake 1
2021-11-04 08:11:49.475,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:11:50.463,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:11:50.963,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:11:52.465,!E TRIAL_EVENT_VAR reward
2021-11-04 08:11:55.456,TRIAL_END
2021-11-04 08:11:56.474,TRIALID 25
2021-11-04 08:11:57.975,!V TRIAL_VAR transitions variable
2021-11-04 08:11:58.476,!V TRIAL_VAR stake 5
2021-11-04 08:11:59.483,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:12:00.481,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:12:00.962,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:12:02.482,!E TRIAL_EVENT_VAR reward
2021-11-04 08:12:05.474,TRIAL_END
2021-11-04 08:12:06.293,TRIALID 26
2021-11-04 08:12:07.794,!V TRIAL_VAR transitions variable
2021-11-04 08:12:08.295,!V TRIAL_VAR stake 1
2021-11-04 08:12:09.266,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:12:10.301,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:12:10.658,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:12:12.303,!E TRIAL_EVENT_VAR reward
2021-11-04 08:12:15.293,TRIAL_END
2021-11-04 08:12:16.314,TRIALID 27
2021-11-04 08:12:17.815,!V TRIAL_VAR transitions variable
2021-11-04 08:12:18.317,!V TRIAL_VAR stake 1
2021-11-04 08:12:19.403,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:12:20.324,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:12:20.586,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:12:22.324,!E TRIAL_EVENT_VAR reward
2021-11-04 08:12:25.314,TRIAL_END
2021-11-04 08:12:26.134,TRIALID 28
2021-11-04 08:12:27.636,!V TRIAL_VAR transitions variable
2021-11-04 08:12:28.137,!V TRIAL_VAR stake 1
2021-11-04 08:12:29.146,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:12:30.143,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:12:30.554,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:12:32.145,!E TRIAL_EVENT_VAR reward
2021-11-04 08:12:35.134,TRIAL_END
2021-11-04 08:12:36.157,TRIALID 29
2021-11-04 08:12:37.658,!V TRIAL_VAR transitions variable
2021-11-04 08:12:38.159,!V TRIAL_VAR stake 5
2021-11-04 08:12:38.970,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:12:40.164,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:12:40.202,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:12:42.164,!E TRIAL_EVENT_VAR reward
2021-11-04 08:12:45.157,TRIAL_END
2021-11-04 08:12:46.376,TRIALID 30
2021-11-04 08:12:47.877,!V TRIAL_VAR transitions variable
2021-11-04 08:12:48.378,!V TRIAL_VAR stake 1
2021-11-04 08:12:49.234,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:12:50.384,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:12:50.866,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:12:52.385,!E TRIAL_EVENT_VAR reward
2021-11-04 08:12:55.376,TRIAL_END
2021-11-04 08:12:56.999,TRIALID 31
2021-11-04 08:12:58.501,!V TRIAL_VAR transitions variable
2021-11-04 08:12:59.003,!V TRIAL_VAR stake 5
2021-11-04 08:12:59.875,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:13:01.007,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:13:01.378,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:13:03.008,!E TRIAL_EVENT_VAR reward
2021-11-04 08:13:05.999,TRIAL_END
2021-11-04 08:13:07.621,TRIALID 32
2021-11-04 08:13:09.122,!V TRIAL_VAR transitions variable
2021-11-04 08:13:09.623,!V TRIAL_VAR stake 1
2021-11-04 08:13:10.546,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:13:11.627,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:13:12.130,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:13:13.630,!E TRIAL_EVENT_VAR reward
2021-11-04 08:13:16.621,TRIAL_END
2021-11-04 08:13:30.664,TRIALID 33
2021-11-04 08:13:32.165,!V TRIAL_VAR transitions variable
2021-11-04 08:13:32.666,!V TRIAL_VAR stake 1
2021-11-04 08:13:33.378,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:13:34.671,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:13:34.978,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:13:36.672,!E TRIAL_EVENT_VAR reward
2021-11-04 08:13:39.664,TRIAL_END
2021-11-04 08:13:41.085,TRIALID 34
2021-11-04 08:13:42.585,!V TRIAL_VAR transitions variable
2021-11-04 08:13:43.087,!V TRIAL_VAR stake 5
2021-11-04 08:13:43.859,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:13:45.093,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:13:45.554,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:13:47.094,!E TRIAL_EVENT_VAR reward
2021-11-04 08:13:50.085,TRIAL_END
2021-11-04 08:13:51.507,TRIALID 35
2021-11-04 08:13:53.008,!V TRIAL_VAR transitions variable
2021-11-04 08:13:53.509,!V TRIAL_VAR stake 1
2021-11-04 08:13:54.779,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:13:55.515,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:13:56.043,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:13:57.517,!E TRIAL_EVENT_VAR reward
2021-11-04 08:14:00.507,TRIAL_END
2021-11-04 08:14:01.932,TRIALID 36
2021-11-04 08:14:03.433,!V TRIAL_VAR transitions variable
2021-11-04 08:14:03.934,!V TRIAL_VAR stake 1
2021-11-04 08:14:04.795,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:14:05.940,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:14:06.403,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:14:07.941,!E TRIAL_EVENT_VAR reward
2021-11-04 08:14:10.932,TRIAL_END
2021-11-04 08:14:11.952,TRIALID 37
2021-11-04 08:14:13.453,!V TRIAL_VAR transitions variable
2021-11-04 08:14:13.954,!V TRIAL_VAR stake 5
2021-11-04 08:14:14.778,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:14:15.958,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:14:16.370,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:14:17.960,!E TRIAL_EVENT_VAR reward
2021-11-04 08:14:20.952,TRIAL_END
2021-11-04 08:14:22.372,TRIALID 38
2021-11-04 08:14:23.873,!V TRIAL_VAR transitions variable
2021-11-04 08:14:24.375,!V TRIAL_VAR stake 5
2021-11-04 08:14:25.107,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:14:26.379,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:14:26.705,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:14:28.380,!E TRIAL_EVENT_VAR reward
2021-11-04 08:14:31.372,TRIAL_END
2021-11-04 08:14:32.998,TRIALID 39
2021-11-04 08:14:34.499,!V TRIAL_VAR transitions variable
2021-11-04 08:14:35.001,!V TRIAL_VAR stake 5
2021-11-04 08:14:35.825,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:14:37.005,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:14:37.393,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:14:39.007,!E TRIAL_EVENT_VAR reward
2021-11-04 08:14:41.998,TRIAL_END
2021-11-04 08:14:43.620,TRIALID 40
2021-11-04 08:14:45.121,!V TRIAL_VAR transitions variable
2021-11-04 08:14:45.622,!V TRIAL_VAR stake 1
2021-11-04 08:14:46.418,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:14:47.628,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:14:48.001,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:14:49.630,!E TRIAL_EVENT_VAR reward
2021-11-04 08:14:52.620,TRIAL_END
2021-11-04 08:14:52.836,TRIALID 41
2021-11-04 08:14:54.337,!V TRIAL_VAR transitions variable
2021-11-04 08:14:54.837,!V TRIAL_VAR stake 1
2021-11-04 08:14:55.665,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:14:56.845,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:14:57.274,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:14:58.847,!E TRIAL_EVENT_VAR reward
2021-11-04 08:15:01.836,TRIAL_END
2021-11-04 08:15:02.053,TRIALID 42
2021-11-04 08:15:03.554,!V TRIAL_VAR transitions variable
2021-11-04 08:15:04.055,!V TRIAL_VAR stake 1
2021-11-04 08:15:04.937,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:15:06.061,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:15:06.402,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:15:08.063,!E TRIAL_EVENT_VAR reward
2021-11-04 08:15:11.053,TRIAL_END
2021-11-04 08:15:12.278,TRIALID 43
2021-11-04 08:15:13.779,!V TRIAL_VAR transitions variable
2021-11-04 08:15:14.281,!V TRIAL_VAR stake 1
2021-11-04 08:15:15.033,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:15:16.285,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:15:16.698,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:15:18.288,!E TRIAL_EVENT_VAR reward
2021-11-04 08:15:21.278,TRIAL_END
2021-11-04 08:15:22.703,TRIALID 44
2021-11-04 08:15:24.204,!V TRIAL_VAR transitions variable
2021-11-04 08:15:24.705,!V TRIAL_VAR stake 1
2021-11-04 08:15:25.561,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:15:26.710,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:15:27.049,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:15:28.712,!E TRIAL_EVENT_VAR reward
2021-11-04 08:15:31.703,TRIAL_END
2021-11-04 08:15:32.119,TRIALID 45
2021-11-04 08:15:33.621,!V TRIAL_VAR transitions variable
2021-11-04 08:15:34.123,!V TRIAL_VAR stake 1
2021-11-04 08:15:35.009,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:15:36.128,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:15:36.465,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:15:38.130,!E TRIAL_EVENT_VAR reward
2021-11-04 08:15:41.119,TRIAL_END
2021-11-04 08:15:41.937,TRIALID 46
2021-11-04 08:15:43.438,!V TRIAL_VAR transitions variable
2021-11-04 08:15:43.938,!V TRIAL_VAR stake 1
2021-11-04 08:15:44.649,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:15:45.944,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:15:46.505,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:15:47.945,!E TRIAL_EVENT_VAR reward
2021-11-04 08:15:50.937,TRIAL_END
2021-11-04 08:15:51.956,TRIALID 47
2021-11-04 08:15:53.456,!V TRIAL_VAR transitions variable
2021-11-04 08:15:53.958,!V TRIAL_VAR stake 5
2021-11-04 08:15:54.737,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:15:55.963,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:15:56.409,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:15:57.964,!E TRIAL_EVENT_VAR reward
2021-11-04 08:16:00.956,TRIAL_END
2021-11-04 08:16:01.976,TRIALID 48
2021-11-04 08:16:03.477,!V TRIAL_VAR transitions variable
2021-11-04 08:16:03.978,!V TRIAL_VAR stake 1
2021-11-04 08:16:04.961,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:16:05.984,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:16:06.482,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:16:07.986,!E TRIAL_EVENT_VAR reward
2021-11-04 08:16:10.976,TRIAL_END
2021-11-04 08:16:12.602,TRIALID 49
2021-11-04 08:16:14.103,!V TRIAL_VAR transitions variable
2021-11-04 08:16:14.604,!V TRIAL_VAR stake 5
2021-11-04 08:16:15.233,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:16:16.609,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:16:16.929,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:16:18.611,!E TRIAL_EVENT_VAR reward
2021-11-04 08:16:21.602,TRIAL_END
2021-11-04 08:16:22.826,TRIALID 50
2021-11-04 08:16:24.328,!V TRIAL_VAR transitions variable
2021-11-04 08:16:24.829,!V TRIAL_VAR stake 1
2021-11-04 08:16:25.617,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:16:26.834,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:16:27.129,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:16:28.836,!E TRIAL_EVENT_VAR reward
2021-11-04 08:16:31.826,TRIAL_END
2021-11-04 08:16:33.453,TRIALID 51
2021-11-04 08:16:34.954,!V TRIAL_VAR transitions variable
2021-11-04 08:16:35.455,!V TRIAL_VAR stake 5
2021-11-04 08:16:36.113,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:16:37.458,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:16:37.833,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:16:39.460,!E TRIAL_EVENT_VAR reward
2021-11-04 08:16:42.453,TRIAL_END
2021-11-04 08:16:43.471,TRIALID 52
2021-11-04 08:16:44.972,!V TRIAL_VAR transitions variable
2021-11-04 08:16:45.473,!V TRIAL_VAR stake 1
2021-11-04 08:16:46.482,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:16:47.480,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:16:47.897,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:16:49.482,!E TRIAL_EVENT_VAR reward
2021-11-04 08:16:52.471,TRIAL_END
2021-11-04 08:16:54.097,TRIALID 53
2021-11-04 08:16:55.598,!V TRIAL_VAR transitions variable
2021-11-04 08:16:56.100,!V TRIAL_VAR stake 5
2021-11-04 08:16:56.977,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:16:58.106,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:16:58.481,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:17:00.108,!E TRIAL_EVENT_VAR reward
2021-11-04 08:17:03.097,TRIAL_END
2021-11-04 08:17:04.721,TRIALID 54
2021-11-04 08:17:06.222,!V TRIAL_VAR transitions variable
2021-11-04 08:17:06.723,!V TRIAL_VAR stake 5
2021-11-04 08:17:07.536,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:17:08.728,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:17:09.145,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:17:10.730,!E TRIAL_EVENT_VAR reward
2021-11-04 08:17:13.721,TRIAL_END
2021-11-04 08:17:15.346,TRIALID 55
2021-11-04 08:17:16.848,!V TRIAL_VAR transitions variable
2021-11-04 08:17:17.349,!V TRIAL_VAR stake 5
2021-11-04 08:17:18.345,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:17:19.355,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:17:19.777,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:17:21.358,!E TRIAL_EVENT_VAR reward
2021-11-04 08:17:24.346,TRIAL_END
2021-11-04 08:17:26.175,TRIALID 56
2021-11-04 08:17:27.676,!V TRIAL_VAR transitions variable
2021-11-04 08:17:28.178,!V TRIAL_VAR stake 5
2021-11-04 08:17:29.026,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:17:30.183,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:17:30.562,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:17:32.184,!E TRIAL_EVENT_VAR reward
2021-11-04 08:17:35.175,TRIAL_END
2021-11-04 08:17:36.801,TRIALID 57
